id,question_stem,choices,answerKey,fact1,humanScore,clarity,turkIdAnonymized,stem_length
13-65,la lumière est incapable de briller à travers quoi?,"{'text': array(['bois', 'eau', 'air', 'verre'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,aucune lumière ne brille à travers un objet opaque,1.0,2.0,1e6dc77bb6,51
10-1056,Un satellite peut faire une révolution lorsque,"{'text': array(['prévoit un long voyage', 'crée un nouveau cours',
       ""décolle dans l'espace"", ""il voyage autour d'une chose""],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,une révolution c'est quand quelque chose tourne autour d'autre chose,1.0,0.8,b356d338b7,46
10-526,Quel article peut être utilisé plus d'une fois?,"{'text': array(['papier toilette', 'tampon en tissu', 'tampon',
       'plaque de pharmacie'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,quelque chose réutilisable peut être utilisé plusieurs fois,1.0,1.33,7189327f06,47
12-487,Les Bluebirds ont un fort sens de quoi ?,"{'text': array(['Magie', 'Imagination', 'Famille', 'Justice'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,les oiseaux bleus vivent dans des espaces herbacés,1.0,1.0,cee82219a0,40
105,Quel endroit a le plus de soleil ?,"{'text': array(['nord du Canada', 'nord de la Russie',
       'Forêt tropicale brésilienne', 'Sahara'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,un environnement désertique a généralement beaucoup de soleil,1.0,2.0,be7a45e47c,34
8-451,"Les oiseaux mangent des noix, mais parfois ils mangent","{'text': array(['loups', 'bugs', 'chiens', 'chats'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,les oiseaux mangent parfois des insectes,1.0,2.0,0317ce7c33,54
325,"Pendant une tempête de sable, un oiseau cherche","{'text': array(['vers', 'partenaire', 'flux', 'buisson'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,un abri peut protéger les animaux contre les intempéries,1.0,1.4,7189327f06,47
8-208,une teinte d'objet plus légère peut mener à quoi ?,"{'text': array(['aucune de ces', ""charge positive dans l'électricité"",
       'une mauvaise conduction électrique',
       'capacité à mieux se voir dedans'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,"comme la légèreté dans la couleur d'un objet augmente, la capacité de cet objet à réfléchir la lumière augmentera",0.8,1.2,cf7109905e,50
12-464,Qui est le plus susceptible de surutiliser l'eau chaude?,"{'text': array(['un lapin', 'un écureuil', 'un oiseau', 'la famille Johnson'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,une douche est une source d'eau chaude pour le lavage,1.0,2.0,7b06152ffc,56
13-968,Si un humain a tous ses os enlevés,"{'text': array(['ils dansent', 'ils peuvent se tenir debout',
       'les organes sont sûrs', 'les organes échoueront'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,le système squelettique protège les organes internes,1.0,2.0,b356d338b7,34
1102,Un exemple de conservation est d'éviter,"{'text': array(['huile', 'soleil', 'matières grasses', 'thé'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,Un exemple de conservation n'est pas l'utilisation de combustibles fossiles,0.8,1.8,474293f37c,39
10-202,Les processus dans la chaîne alimentaire commencent par,"{'text': array(['flore feuillue', 'fers à cheval violets', 'abeilles jaunes',
       'petit déjeuner'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,"Dans le processus de la chaîne alimentaire, une plante verte a le rôle de producteur",0.8,1.4,dc78319bb0,55
10-109,Les Gills sont habitués à respirer de l'eau par quoi ?,"{'text': array(['saumon', 'bateaux de pêche', 'mammifères', 'pingouins'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,les branchies sont utilisées pour respirer l'eau par les animaux aquatiques,1.0,1.6,1e6dc77bb6,54
7-1126,"Dans une tourbière, quand les niveaux d'eau deviennent bas,","{'text': array(['les animaux de tourbière peuvent avoir soif',
       'les animaux de tourbière peuvent chercher plus longtemps des nutriments',
       ""la tourbière produit plus d'eau"",
       'les prédateurs des tourbières ont besoin de plus de proies'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,"si l'eau disponible dans un environnement diminue, la quantité de nourriture disponible dans cet environnement diminuera",0.8,0.8,b356d338b7,59
14-399,"tous les quatre saisons, un cèdre se développe","{'text': array(['capacité pulmonaire', 'vue', 'portée vocale',
       'revêtement extérieur'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,le nombre de anneaux dans un tronc d'arbre peut être utilisé pour estimer l'âge de l'arbre,1.0,2.0,dc78319bb0,46
13-650,Qui est le plus proche pour attirer un aimant?,"{'text': array(['plumes', 'une clé', 'cheveux', 'sang'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,"si un aimant est attiré par un métal, alors cet aimant s'en tiendra à ce métal",1.0,2.0,7b06152ffc,46
12-1191,Le visage du sphinx a changé,"{'text': array(['usure', 'ennui', 'médias sociaux', 'poursuivi'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,le vent et la pluie provoquent l'érosion,1.0,2.0,dc78319bb0,28
10-31,Une pierre est transpercée dans le sable dans environ,"{'text': array(['des millénaires', 'une semaine', 'une journée', 'une quinzaine'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,l'altération se produit habituellement sur une période de nombreuses années,1.0,2.0,b356d338b7,53
14-957,Les rochers sont plus susceptibles de vous tuer pendant,"{'text': array(['randonnée une montagne', 'dans une piscine', 'à un concert',
       'dans un champ de maïs'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,des glissements de terrain se produisent souvent sur les montagnes,1.0,2.0,7c933a44d8,55
8-136,lequel d'entre eux pourrait être mesuré en mL?,"{'text': array(['circonférence de la tête', ""le contenu d'un pot à vin"",
       ""longueur d'un stylo"", ""la largeur d'une fenêtre""], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,millilitres mL est une unité utilisée pour mesurer le volume généralement utilisé pour des valeurs comprises entre 1 et 1000,1.0,2.0,cf7109905e,46
14-798,Qu'est-ce qui cause des dommages directs aux poumons?,"{'text': array([""boire de l'alcool"", 'consommer du tabac enflammé',
       'manger des excréments', 'natation'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,le tabagisme cause des dommages directs aux poumons,1.0,2.0,78e0a411ed,53
278,Une batterie convertit l'énergie chimique en,"{'text': array(['énergie stockée en raison de la position relative des particules chargées ou des champs électriques',
       'énergie stockée en raison du bombardement de particules',
       'énergie stockée entre les cellules de particules non adjacentes',
       'énergie qui se décompose en particules'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,une batterie convertit l'énergie chimique en énergie électrique,1.0,1.8,b7b9b1d4ec,44
14-1304,Les tempêtes tropicales reçoivent leur carburant de la,"{'text': array(['marché', 'océan', 'station-service', 'mexique'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,un océan est une source de chaleur et d'humidité pour un ouragan,1.0,2.0,dc78319bb0,54
7-397,Si deux faucons trouvent un renard mort,"{'text': array(['manger', 'bataille', 'mourir de faim', 'vole'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,"si deux animaux ont la même source alimentaire, alors ces deux animaux se disputent la nourriture",0.8,1.8,b356d338b7,39
9-492,La lune reflète la lumière du soleil pour arriver à,"{'text': array(['la lune', ""l'océan"", 'satellites orbitaux', 'la station spatiale'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,la lune reflète la lumière du soleil vers la Terre,0.8,1.6,7c933a44d8,51
12-961,Une machine simple comme une vis aura besoin,"{'text': array([""un verre d'eau fraîche"", ""une personne l'ajustant"",
       'un camion pour le déplacer', 'une éolienne pour fonctionner'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,une machine simple nécessite de l'énergie mécanique pour fonctionner,1.0,1.6,b356d338b7,44
13-372,Les progrès réalisés en matière de transport de denrées alimentaires conduisent à,"{'text': array(['moins de variété dans la section des fruits',
       'baisse de la demande de denrées alimentaires',
       ""une plus grande variété d'aliments dans les régions éloignées"",
       'consolidation des épiceries'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,"à mesure que la capacité de transporter des aliments augmente dans le monde, les types d'aliments disponibles dans des endroits éloignés augmenteront",1.0,2.0,a8ecf6eaeb,81
1144,L'hiver dans l'hémisphère Nord signifie,"{'text': array([""l'hémisphère Nord connaît un temps chaud brûlant"",
       ""l'hémisphère Nord connaît des pluies torrentielles quotidiennes"",
       ""l'hémisphère Sud connaît de chaudes journées ensoleillées"",
       ""l'hémisphère Sud connaît des températures frigides""], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,hiver dans l'hémisphère Nord est pendant l'été dans l'hémisphère Sud,1.0,2.0,a8ecf6eaeb,39
9-954,Quel est le climat dans la région ?,"{'text': array(['Prévisions communes', 'marée', 'orages rares',
       'tremblements de terre'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,le climat est la météo habituelle dans un endroit,1.0,1.6,1e6dc77bb6,35
9-171,braille est lu en utilisant vos doigts pour,"{'text': array(['tenir le livre', 'maintenez la lampe de poche', 'tourner la page',
       'sentir les mots'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,la forme d'un objet peut être découverte en sentant cet objet,1.0,2.0,dc78319bb0,43
10-749,La faune devra fuir si sa maison est,"{'text': array(['établie', 'des travaux de rénovation', 'en construction',
       'démoli'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,"si un habitat est détruit, alors cet habitat ne peut pas soutenir les animaux",1.0,2.0,dc78319bb0,36
11-241,Quel véhicule ferait moins de pollution?,"{'text': array(['semi camion', 'Tesla Modèle S', 'Explorateur Ford',
       'Toyota Tundra'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,l'électricité cause moins de pollution que l'essence,1.0,1.6,7b06152ffc,40
14-53,Levure déposée dans un four à partir d'un placard,"{'text': array(['hausses', 'compresses', 'chutes',
       'nécessite une crème antifongique'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,déplacer un objet d'un endroit frais à un endroit chaud provoque la température de l'objet à augmenter,1.0,1.6,7c933a44d8,49
10-640,Les lingots d'argile cuits au four peuvent isoler de,"{'text': array(['décharge ionique', 'météorites en chute', 'hommes de neige',
       'rivières souterraines'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,brique est un isolant électrique,1.0,1.4,dc78319bb0,52
8-392,lequel d'entre eux indique un arbre non vivant?,"{'text': array(['il est grand avec des fleurs', 'aucune de ces',
       'il est frais et vert avec des racines fortes',
       'il se trouve horizontalement sur le parc'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,si un arbre tombe alors cet arbre est mort,1.0,1.8,cf7109905e,47
12-1163,"Contrairement au CO2, l'oxygène est un déchet de","{'text': array(['la lune', 'roches', 'cactus', 'cheveux'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,"Dans le processus de photosynthèse, l'oxygène a le rôle de déchet",1.0,2.0,dc78319bb0,48
14-888,Les gènes parents détermineront les lapins,"{'text': array(['partenaire', 'préférences alimentaires', 'couleur de la fourrure',
       ""emplacement de l'habitat""], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,la coloration de la fourrure est une caractéristique héréditaire,0.8,1.8,dc78319bb0,42
10-253,Echo est quand le son réfléchit de quoi?,"{'text': array(['atmosphère', 'tableaux', 'vent de surface', 'soleil'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,écho est lorsque le son se réfléchit hors d'une surface,1.0,1.5,1e6dc77bb6,40
9-666,"quand les yeux d'un animal grandissent, ce qui arrive","{'text': array(['ils voient plus', 'ils les ferment', 'ils se sèchent',
       'ils sortent'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,"à mesure que la taille des yeux d'un animal augmente, la capacité de cet animal à voir augmente",0.8,1.6,0d935542d3,53
13-80,C'est plus facile de faire bouillir des nouilles tordues sur un,"{'text': array(['pneus en caoutchouc', 'brûleur de cuivre', 'caisse en bois',
       'legos en plastique'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,conduction thermique est lorsque les matériaux conduisent la chaleur à travers ces matériaux,1.0,2.0,7c933a44d8,63
12-258,Vous êtes le plus susceptible de rencontrer Magma à,"{'text': array([""haut de l'iceberg"", 'un nuage', 'une station spatiale', 'une île'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,magma se trouve sous le sol,1.0,2.0,7c933a44d8,51
8-295,Un ficus peut aider la respiration parce qu'il :,"{'text': array([""absorbe l'oxygène"", ""libère de l'oxygène"", ""absorbe l'hélium"",
       'libère du dioxyde de carbone'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,une feuille effectue une photosynthèse,0.8,1.8,a9f90f5da1,48
7-739,"Les mères ont beaucoup de rôles, dont l'un est","{'text': array(['gestation et naissance', 'préparer un bon dîner',
       'créer des activités amusantes', 'regarder les bébés'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,une progéniture maternelle,1.0,0.8,b356d338b7,46
11-416,Un environnement protégé sera probablement,"{'text': array(['en feu', 'clôturé', 'illégal', 'sous terre'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,Un exemple de protection de l'environnement est la création de zones protégées,1.0,1.4,b356d338b7,42
13-176,Les plumes sont une énergie thermique quoi ?,"{'text': array(['froid', 'congélateurs', 'allumeurs', 'protecteurs'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,les plumes duvet sont un isolant d'énergie thermique,0.8,2.0,1e6dc77bb6,44
7-1006,Une façon de garder une tasse de café chaud est de,"{'text': array(['faire cuire au four', 'chauffer avec une torche',
       'mettre au soleil', 'utiliser une plaque chauffante'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,une plaque chaude est une source de chaleur,0.8,0.6,b356d338b7,50
14-1041,Quel animal interagit le plus avec un poney ?,"{'text': array(['humains', 'abeille', 'éléphant', 'vers'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,Une abeille est un animal pollinisateur,1.0,2.0,64d9056837,45
13-632,C'est facile d'être écrasé par des rochers qui poncent,"{'text': array([""près d'une montagne en pente"", 'sur un étang gelé',
       'sur un escalator de centre commercial',
       ""au milieu d'un cimetière paisible""], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,des glissements de terrain se produisent souvent sur les montagnes,1.0,2.0,7c933a44d8,54
14-219,"Incendie, bien que dangereux pourrait aider avec","{'text': array(['magie', 'mes sentiments', 'culture', 'tristesse'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,brûler une chose vivante cause habituellement du mal à cette chose vivante,1.0,1.8,cee82219a0,48
884,Il y a maintenant beaucoup plus de gens à cause de,"{'text': array(['une agriculture efficace', 'plus de villes', 'ordinateurs',
       'réchauffement climatique'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,l'augmentation de quelque chose requis par un organisme a un impact positif sur la survie de cet organisme,1.0,1.6,7189327f06,50
14-1157,Quelles sont les oppositions pour un chow similaire?,"{'text': array(['chats et souris', 'chiens et sycomores', 'ours et saumon',
       'lions et hyènes'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,"si deux animaux ont la même source alimentaire, alors ces deux animaux se disputent la nourriture",1.0,2.0,7c933a44d8,52
7-666,Voir des étoiles peut devenir plus difficile,"{'text': array(['les étoiles sont condensées dans le ciel',
       'une plus grande quantité de lumière est condensée dans une zone',
       'les projecteurs sont utilisés en mer',
       'les vaisseaux spatiaux commencent à planer sur la terre'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,"à mesure que la pollution lumineuse augmente, voir les étoiles sera plus difficile",1.0,1.6,b356d338b7,44
7-1134,Qu'est-ce qui nécessite des nutriments pour grandir et guérir?,"{'text': array(['oiseaux', 'ordinateurs', 'terre', 'métaux'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,un animal a besoin de nutriments pour grandir et guérir,1.0,2.0,78e0a411ed,62
7-912,Si votre oiseau de compagnie a du mal à voler,"{'text': array(['les verrouiller dans leur cage plus',
       'laisse tomber et prends un nouvel oiseau',
       'essayez de les mettre sur un régime',
       'enlevez tous leurs perchoirs'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,"que le poids d'un animal diminue, cet animal volera plus facilement",1.0,1.4,a8ecf6eaeb,45
10-813,Les moyens de créer de l'énergie réutilisable pourraient être :,"{'text': array(['livres de lecture', 'manger des bonbons', 'organismes',
       'touchant des choses'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,un panneau solaire convertit la lumière du soleil en électricité,0.8,0.0,cee82219a0,63
8-73,lequel d'entre eux survivrait le plus probablement?,"{'text': array(['un chien perdu près de la rivière, avec de petits rongeurs',
       'un chat laissé dans le désert',
       'un homme qui dérive un radeau en mer sans provisions',
       'aucune de ces'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,la capacité d'accéder aux ressources a un impact positif sur la survie d'un organisme,0.8,1.2,cf7109905e,51
9-449,À quoi sert une semence qui contient des aliments entreposés?,"{'text': array(['animaux', 'personnes', 'voitures', 'flore'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,une semence est utilisée pour stocker des aliments pour une nouvelle plante,1.0,1.6,1e6dc77bb6,61
10-449,impact positif sur votre corps,"{'text': array(['lifting des morts', 'penser', 'dormir', 'chant'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,l'exercice a un impact positif sur la force d'un corps,1.0,1.67,6240cdfd8d,30
12-1182,Coral obtient de l'aide avec les algues pour leur,"{'text': array(['amour', 'conseil de rencontre', 'bonheur', 'vibreur'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,habituellement le corail vit dans l'eau chaude,1.0,1.8,cee82219a0,49
11-686,Qui serait le plus touché par un aimant?,"{'text': array(['une poutre en bois', 'un faisceau de titane',
       'un faisceau en plastique', 'un faisceau de coton'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,"si un aimant est attiré par un métal, alors cet aimant s'en tiendra à ce métal",1.0,2.0,7b06152ffc,40
770,Qui change la forme et la masse d'un objet ?,"{'text': array([""l'écraser"", 'jetez-le', 'ça tourne', 'la toucher'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,décomposer un objet change la forme et la masse de l'objet,1.0,1.2,be7a45e47c,44
14-664,Un exemple de combinaison de deux substances est,"{'text': array(['versant des queso dans du guacamole',
       'régler un ordinateur portable sur un bureau',
       'construire un toit sur une maison',
       'mettre des vêtements dans une valise'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,Un exemple de combinaison de deux substances déverse une substance dans l'autre,1.0,2.0,7189327f06,48
11-740,Qui utilise l'énergie électrique pour fonctionner?,"{'text': array(['foie', 'arbre', 'chien', 'iPod'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,les dispositifs électriques nécessitent de l'énergie électrique pour fonctionner,1.0,1.6,7b06152ffc,50
641,La lumière qui peut brûler la peau est produite par un,"{'text': array(['lampe de poche', 'laser', 'ampoule', 'lumière fluorescente'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,un laser est utilisé pour produire de la lumière,1.0,1.6,7189327f06,54
10-3,Une personne frappe deux pilons ensemble et,"{'text': array([""ils s'allument"", ""ils s'effondrent"", ""le tremblement d'intérieur"",
       'ils brûlent'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,taper deux objets ensemble fait vibrer les particules de ces objets,1.0,1.67,b356d338b7,43
14-736,Une femme attrayante a obtenu sa couleur des yeux via,"{'text': array(['courriels récessifs', 'dominance', 'salive', 'chromosomes'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,L'ADN est un moyen de transmettre les caractéristiques héritées du parent à la progéniture,1.0,2.0,7c933a44d8,53
12-1076,Une façon de recycler le papier est de l'utiliser pour,"{'text': array(['construire des océans', 'construire des vaisseaux spatiaux',
       'essuie-tout', 'construire des voitures'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,le papier est recyclable,1.0,1.6,cee82219a0,54
11-627,La partie la plus chaude de l'année se produit alors que,"{'text': array(['une comète vole tout près', 'le mercure est visible dans le ciel',
       ""l'hémisphère de cette région est incliné vers le soleil"",
       ""l'hémisphère de cette région est incliné loin du soleil""],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,l'été est quand un hémisphère est incliné vers le soleil,1.0,2.0,3f32b550f3,56
13-560,"Si vous voulez étudier attentivement une fleur, utilisez","{'text': array(['un agrandissement', 'une fourchette', 'un miroir', 'un télescope'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,microscope est utilisé pour voir de petites choses en les rendant plus grandes,0.8,1.6,474293f37c,56
14-74,La tenue d'un hot-dog sur un feu de camp le fait,"{'text': array(['dioxyde de carbone', 'végétalien', 'une guimauve', 'plus raide'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,la cuisson provoque une réaction chimique,1.0,2.0,7c933a44d8,48
12-814,Qu'est-ce que vous ne trouvez pas dans un canyon ?,"{'text': array(['granit', 'grès', 'calmars', 'calcaire'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,un canyon est fait de roches,0.8,1.6,7c933a44d8,50
12-149,Qu'est-ce qui est le plus facilement illustré par un graphique en ligne?,"{'text': array(['la quantité de carpe dans un étang',
       ""les pensées dans l'esprit d'une personne"",
       ""la quantité de néant dans l'univers"",
       ""le nombre de dieux dans l'univers""], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,un graphique linéaire est utilisé pour montrer les changements dans le temps,0.8,1.6,7b06152ffc,72
13-329,e soleil se lève et se couche provoque des cycles de,"{'text': array(['évolution', 'luminance disponible', 'danse', 'cuisson'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,le lever et le coucher du soleil provoque des cycles de jour et de nuit,1.0,1.6,6240cdfd8d,52
11-395,Qui peut être dit avoir le plus de volume?,"{'text': array(['le Soleil', 'Vénus', 'la lune', 'la Terre'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,le volume d'un objet peut être utilisé pour décrire la taille de cet objet,1.0,1.6,7b06152ffc,42
9-424,Quelle action la sueur prend - elle une fois qu'elle se forme?,"{'text': array(['il conclut des contrats', 'elle tombe', ""il s'étend"", 'ça monte'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,matière à l'état liquide,0.8,1.8,9cc91104fa,62
14-1231,De quel feu serait probablement la cause ?,"{'text': array([""une formation de glace dans l'océan"",
       ""un motif de fourrure unique d'un chat"",
       'une personne mangeant un bol de céréales',
       ""une cicatrice sur le dos d'un tigre""], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,le feu provoque la brûlure,0.8,1.8,7b06152ffc,42
14-865,De quoi remarqueriez-vous le goût ?,"{'text': array(['glace', 'torsion tropicale', 'eau', 'air'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,animaux goûtent des saveurs,1.0,1.8,7b06152ffc,35
1011,Quel est probablement un animal pollinisateur?,"{'text': array(['ours', 'araignée', 'Anthophila', 'crocodile'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,Un insecte est un animal pollinisateur,0.8,1.6,64d9056837,46
14-1028,Amoebas ont zéro option et doivent préformer,"{'text': array(['zéro droit', 'la plupart des tâches',
       'toutes les responsabilités', 'certaines tâches'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,si une cellule ne peut se spécialiser alors cette cellule doit accomplir toutes les fonctions de la vie,1.0,2.0,dc78319bb0,44
10-344,"Si je voulais avoir de l'énergie, que pourrais-je faire ?","{'text': array(['Mangez un concombre', 'Allez courir', 'Mangez de la poussière',
       'Va nager'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,avoir des aliments a un impact positif sur la santé d'un organisme,1.0,1.83,cee82219a0,57
10-81,Camouflage est utilisé par les entités pour la chasse,"{'text': array(['air', 'arbres', 'autres', 'eau'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,Un exemple de camouflage est un organisme ressemblant à des feuilles,1.0,1.33,52dbc5c7af,53
10-36,À quoi servent les nutriments?,"{'text': array(['eau', 'baleines', 'étoiles', 'plastides'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,les nutriments sont une source d'énergie pour les êtres vivants,1.0,2.0,1e6dc77bb6,30
14-1009,"Une charge de nutriments, lorsqu'elle sera consommée, sera","{'text': array(['labourés dans le sol', 'brûlé dans un feu',
       'utilisé en interne par quelque chose', ""en blé d'or""],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,le système digestif digère les aliments pour le corps,1.0,2.0,b356d338b7,58
12-153,Une façon de réchauffer votre peau avec le soleil est de,"{'text': array([""asseyez-vous près d'un ventilateur"", 'asseyez-vous dans un igloo',
       'asseyez-vous sous un parapluie', 'rouler dans un lit de camion'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,la lumière du soleil produit de la chaleur,0.8,1.6,b356d338b7,56
13-384,Qui agit comme un isolant pour l'électricité?,"{'text': array(['Un anneau métallique', 'Une batterie', 'Une charnière de porte',
       'Abeilles'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,la cire est un isolant d'énergie électrique,0.8,1.4,9360eb45e7,45
12-110,"Si ça t'arrivait, tu mourrais probablement","{'text': array(['une tour penchée', 'un ballon', 'une plume', 'une serviette'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,les bâtiments s'effondrent souvent causer la mort,1.0,2.0,7c933a44d8,42
8-291,Enlevant l'arbre un hibou fait qu'il est à la maison dans,"{'text': array(['démolit la maison de la chouette',
       ""signifie que la chouette ira avec l'arbre"",
       'permet à la chouette de remodeler',
       'cause la mort de la chouette'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,"si un habitat est enlevé, alors cet habitat est détruit",0.8,1.4,a8ecf6eaeb,57
11-177,Lequel des éléments suivants a été fabriqué à partir de sucre?,"{'text': array(['oxygène', 'viande', 'pain', 'farine'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,les glucides sont faits de sucres,1.0,1.2,7b06152ffc,62
14-845,Qui est le plus susceptible de se développer?,"{'text': array([""un œuf sous l'eau"", ""un œuf près d'une ampoule"",
       ""un œuf dans l'arctique"", 'un œuf dans un congélateur'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,un oeuf nécessite une chaleur pour se développer,1.0,2.0,3f694a1978,45
