id,question_stem,choices,answerKey,fact1,humanScore,clarity,turkIdAnonymized,stem_length,semantic,grammatical,syntactic,mcq_prompt_number_tokens,semantic_norm,grammatical_norm,syntactic_norm,humanScore_norm,clarity_norm,combined_complexity
11-580,A person wanting to gather dirt for their garden would harvest it from the,"{'text': array(['top layer of earth', 'core of the earth', 'bottom layer of earth',
       'middle layer of earth'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,the top layer of soil contains the most nutrients,1.0,1.6,b356d338b7,74,100.31653530616313,4.907843137254904,7.382022471910112,68.0,0.21218096314255583,0.3582167280800216,0.1794140017823103,1.0,0.8,0.3149435079014663
10-918,A person buys a cheap hammer and it breaks a month later. The person invests in an expensive hammer and,"{'text': array(['it endures', 'died', 'baked it', 'ate it'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,"as the time a tool lasts increases , the number of tools discarded will decrease",1.0,0.8,b356d338b7,103,111.30888979975134,5.56264423076923,6.6686046511627906,65.0,0.28511335625528084,0.4749703064979002,0.06898114599792264,1.0,0.4,0.3187194426253311
7-418,Organisms with only one cell,"{'text': array(['are prohibited from specializing', 'can freely specialize openly',
       'are unsure what specializing is', 'learn how to specialize'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,a single-cell organism cannot specialize,0.8,2.0,b356d338b7,28,89.81471023987979,6.272500000000001,7.296296296296296,60.0,0.14250314893250593,0.6015403474449303,0.16614409722821494,0.0,1.0,0.32305627808169535
10-1117,A tree is dead,"{'text': array([""when a raccoon scurries up it's trunk"",
       'when a beaver uses it to a stop up a flowing river',
       'when a possum hides in its branches', 'when an owl lives in it'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,if a tree falls then that tree is dead,0.8,0.8,a8ecf6eaeb,14,121.55484856292605,6.111328828828829,6.847368421052631,74.0,0.353093541280109,0.572802901587835,0.09665271943722738,0.0,0.4,0.3267647486915514
11-247,"Many of our traits are unable to be naturally changeable, so we are stuck with them they way they are unless we opt for surgery. One of those traits is","{'text': array(['language', 'money', 'color', 'home'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,the colors of the parts of an organism are inherited characteristics,1.0,1.2,bdb4135787,151,107.5728973094374,5.670000000000001,6.73936170212766,72.0,0.26032568468512735,0.49411225715382445,0.07993391866169872,1.0,0.6,0.3303115581501951
1218,Tsunamis,"{'text': array(['have little impact on the environment', 'can be easily halted',
       'can rearrange coastal shorelines',
       'can encourage economic growth'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,natural events usually cause changes to Earth 's surface,1.0,2.0,a8ecf6eaeb,8,89.32155265007168,5.93921052631579,6.826923076923077,57.0,0.13923113262086056,0.5421135396905361,0.09348790118618319,1.0,1.0,0.3324497720492739
12-1140,"If a cat has a body temp that is below average, it is in","{'text': array(['good health', 'a good place', 'danger', 'safe ranges'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,an animal usually requires a warm body temperature for survival,1.0,1.8,b356d338b7,56,120.06754880119115,5.035000000000001,6.725609756097561,60.0,0.3432255615890807,0.3808892906229494,0.07780519881684575,1.0,0.9,0.3355760153086627
7-197,To be environmentally friendly,"{'text': array(['use your feet to pedal somewhere', 'hop in a sedan',
       'put the pedal to the metal in a truck',
       'ride a motorcycle around town'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,riding a bike does not cause pollution,1.0,2.0,a8ecf6eaeb,30,100.06058885063976,5.844469696969697,6.593023255813954,66.0,0.21048280215976298,0.5252208818162684,0.057281593379798296,1.0,1.0,0.3378955832067489
10-632,Galileo Galilei made improvements to the telescope to make better observations of what?,"{'text': array(['plants', 'people', 'space games', 'space rocks'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,Galileo Galilei made improvements to the telescope to make better observations of celestial bodies,1.0,1.0,1e6dc77bb6,87,117.81981006916612,4.5668750000000005,7.924050632911392,57.0,0.3283121993140223,0.2974207847847353,0.2633167527287737,1.0,0.5,0.3417149210482594
10-438,As a flower becomes more aromatic it will bring in a growing crowd of,"{'text': array(['lazy tourists', 'leaf miners', 'pollinators', 'caterpillars'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,"as the amount of fragrance of a flower increases , the number of pollinators it will attract increases",1.0,1.33,dc78319bb0,69,86.31102285534143,6.258764367816092,7.2025316455696204,58.0,0.11925678203064724,0.5990912308732151,0.15162988430804197,1.0,0.665,0.3442433691635713
13-511,"If a hilly area that reaches incredible peaks is existing, then what happened long ago was","{'text': array(['things were steamed', 'rocks were tiny',
       'stones crumpling together', 'plants were eaten'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,the Appalachians were formed by rock folding,0.8,1.8,b356d338b7,90,113.31353811174631,6.2906818181818185,6.892045454545455,66.0,0.2984138551455284,0.6047822362503955,0.10356845976933594,0.0,0.9,0.3470293653495779
11-331,Lava is found above the ground because when there is lava there is,"{'text': array(['a soft song', 'a frontal lobe', 'a small indent',
       'a movement happening'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,lava is found above the ground,1.0,0.6,b356d338b7,66,114.06271925196052,5.550000000000001,7.392857142857142,63.0,0.30338454395133546,0.4727157910377536,0.18109114471225746,1.0,0.3,0.35215744391040393
13-637,"a person takes a dive under the sea and feels faint, with a dart stuck to them. What might have happened?","{'text': array(['they encountered a cnidaria', 'they must have startled a shark',
       'they came in contact with a whale',
       'they encountered the wrath of Poseidon'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,poisonous darts are used for defense by sea anemones,1.0,2.0,cf7109905e,105,130.56020949222147,5.086621951219513,6.524271844660194,82.0,0.41284257173581773,0.390093685040564,0.046639281886986045,1.0,1.0,0.35487266159901026
13-948,An innate instinct could be,"{'text': array(['Learning how to drive a car', 'a dog drooling when it sees food',
       'Learning a new language', 'Learning how to do a cartwheel'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,An example of an instinct is the kangaroo 's ability to crawl into its mother 's pouch to drink milk,1.0,2.0,cee82219a0,27,109.30989185161889,4.978560606060606,7.672413793103448,66.0,0.27185034656342943,0.3708259274559841,0.22436485941688517,1.0,1.0,0.3601123400308896
14-571,"In the natural world, camouflage is used by animals to","{'text': array(['stand out among their piers', 'avoid being a meal',
       'look stylish for others', 'stay warm in the winter'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,camouflage is used for hiding by animals against predators,1.0,2.0,3f32b550f3,54,109.30781896412373,5.861893939393941,6.720930232558139,66.0,0.27183659330922316,0.5283276919215061,0.07708083627200871,1.0,1.0,0.36317353645082134
9-213,what causes deposition,"{'text': array(['electricity conduction', 'earth displacement',
       'atomic explosions', 'condensation'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,erosion causes deposition,1.0,1.2,0d935542d3,22,74.0762647325173,6.218750000000001,8.333333333333334,48.0,0.03808125320528088,0.5919565136637736,0.32667129212532936,1.0,0.6,0.3670127176983151
7-104,"In a warm room, it is likely that the source of heat is","{'text': array(['a series of metal pipes along a wall', 'a small ceiling fan',
       'a stove which is turned off', 'a pile of boxes'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,a radiator is a source of heat,1.0,1.4,b356d338b7,55,127.3163509760052,5.230936073059361,7.147368421052631,73.0,0.39132012496204016,0.41582545352403766,0.1430909436753211,1.0,0.7,0.3700709566484196
10-1021,Cameras,"{'text': array(['can take snapshots of friends wearing snapbacks',
       'can be used for their microscopic properties',
       'can be used for solving mysteries',
       'can take friends on an adventure'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,a camera is used for recording images,1.0,0.4,a8ecf6eaeb,7,116.06510016601533,5.616282051282052,7.819767441860465,65.0,0.3166699990438224,0.4845341382407543,0.24717433202781736,1.0,0.2,0.3745135407937182
14-702,_____ tide is a stage in the tide cycle process that surfers like the best,"{'text': array(['low', 'mud', 'high', 'earthy'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,high tide is a stage in the tide cycle process,1.0,2.0,7b06152ffc,74,105.07069720700383,4.1392105263157895,9.21951219512195,57.0,0.2437240147131635,0.22116654794947277,0.46384653445465757,1.0,1.0,0.3786211291351881
14-827,Plants would be unable to stand if they lacked,"{'text': array(['multiple leaves supported on its torso', 'gel that form shapes',
       'the ability to flower nightly',
       'tiny structures inside the support'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,a stem is a source of support for a plant,0.8,1.6,52dbc5c7af,46,107.06643064320087,6.473781094527363,7.829545454545455,67.0,0.2569653649263351,0.6374295484354333,0.24868791051337893,0.0,0.8,0.38292484716254416
13-529,Which is true?,"{'text': array(['glaciers make depressions that water can pool in',
       'lions hunt glaciers in the wild',
       'glaciers are generally high temperature objects',
       'glaciers can change directions rapidly for speed'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,a glacier causes mechanical weathering,1.0,2.0,7b06152ffc,14,128.31025551166385,5.223970588235295,7.241573033707866,68.0,0.3979145116654038,0.4145834805238698,0.15767326009780958,1.0,1.0,0.3910513756861249
10-356,A toad would have better hiding places,"{'text': array(['on a house rooftop', 'in a glass bottle', 'on a forest floor',
       'with a parachute skydiving'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,camouflage is used for hiding by animals against predators,1.0,2.0,e223f36ae0,38,115.31582604069263,4.9330874316939894,8.25609756097561,61.0,0.31169869329771466,0.3627178838349383,0.3147156517388281,1.0,1.0,0.3967396686614443
7-117,"There are producers that exist in the food chain, and they basically","{'text': array(['are mainly creatures like deer',
       'require photosynthesis to survive',
       'produce a thing called chlorophyll', 'make good money at work'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,producer is a kind of role in the food chain process,0.8,1.2,b356d338b7,68,126.80807704664767,7.27036231884058,6.65,69.0,0.38794781432136033,0.7794630748914001,0.0661012561226921,0.0,0.6,0.40005364360063567
13-305,pushing on the pedals of a bike cause that bike to gain,"{'text': array(['a lightshow', 'new tires', 'kinetic motion', 'extra weight'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,pushing on the pedals of a bike cause that bike to move,1.0,2.0,6240cdfd8d,55,88.5613941308111,4.557902298850575,10.151898734177216,58.0,0.1341876107814732,0.29582091731712434,0.6081744517120862,1.0,1.0,0.4114548939432051
14-396,The temperature of a monitor lizard will increase if it,"{'text': array(['goes into a hole underground', 'hides under a tree',
       'swims in a fountain', 'leaves a rainy forest for a sunny desert'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,"as temperature in the environment increases , the body temperature of a reptile in that environment will increase",1.0,2.0,3f32b550f3,55,109.30824633967131,6.852246376811595,6.883333333333333,69.0,0.271839428872929,0.7049113783396315,0.10221987497454267,1.0,1.0,0.4236912046561309
1455,What is an example of reproduction occurring in adulthood?,"{'text': array(['humans are unable to reproduce until they are legal adults',
       'eggs are unable to be fertilized before they are dropped',
       'dogs are unable to have puppies until they are two years old',
       'cats are unable to produce offspring until they are sexually mature'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,reproduction occurs during adulthood,0.8,1.4,b356d338b7,58,138.80323855299503,7.579583333333335,6.4772727272727275,90.0,0.46753366055128676,0.8345983828828274,0.03936409671288052,0.0,0.7,0.43744884204409834
10-63,A puppy may be taken away from people if they,"{'text': array(['keep it outside lacking protection',
       'play with it affectionately', 'feed it quality food',
       'give it clean water'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,an animal requires shelter,1.0,2.0,b356d338b7,45,138.30645539052784,6.212435897435898,6.779069767441861,65.0,0.46423758918477714,0.5908306846507217,0.08608049213210456,1.0,1.0,0.442344629790281
11-79,"An iris may have trouble thriving in an arid location, or even in a frozen location, because it needs","{'text': array(['to be dried and preserved', 'a certain climate to boom',
       'a bucket of ice water', 'to be buried in snow'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,a plant requires a specific climate to grow and survive,1.0,2.0,b356d338b7,101,120.32827876601368,6.367121212121212,7.745,77.0,0.34495546033841556,0.6184116771033724,0.23560077459173429,1.0,1.0,0.45969037361005666
7-24,A smack on a wooden board can be heard a mile away,"{'text': array(['because sound travels through oxygen',
       'because of how sound works', 'because vibration can move',
       'because sound vibrates through atmosphere'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,sound can travel through air,1.0,0.6,b356d338b7,50,132.57057984545827,7.05949275362319,7.466666666666667,69.0,0.4261810353916211,0.7418642123323628,0.19251642210416953,1.0,0.3,0.47316850094844604
1989,What is an example of wiring requiring an electrical conductor?,"{'text': array(['a light switch turning on lights because of steel inside the wiring',
       'a toasting failing because it used aluminium',
       'a lightbulb burning out because of a faulty connection',
       'a power outage because of an electrical storm'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,wiring requires an electrical conductor,0.8,1.6,b356d338b7,63,141.30795970279723,6.338095238095239,8.924528301886792,84.0,0.4841520572416123,0.6132362331889333,0.41818477385239017,0.0,0.8,0.49467191928488075
7-820,A herd of deer may be forced to search for a new home if,"{'text': array(['resources in an area become too few to maintain the herd',
       'water in an area becomes slightly briny',
       'more babies are born in the spring',
       'moose move into an area that deer are in'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,if the amount of available food and water decreases in an environment then animals may leave that environment to find food and water,1.0,1.0,b356d338b7,56,130.55826792679727,7.190910852713179,8.5,86.0,0.412829689781105,0.7652965698675076,0.3524703055909369,1.0,0.5,0.5341789695718648
278,A battery converts chemical energy into,"{'text': array(['energy stored due to the relative positions of charged particles or electric fields',
       'energy stored due to the bombardment of particles',
       'energy stored between the cells of nonadjacent particles',
       'energy that is broken down in particles'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,a battery converts chemical energy into electrical energy,1.0,1.8,b7b9b1d4ec,39,139.0548305446282,8.361666666666666,12.683168316831683,80.0,0.4692029304104882,0.9740468790629141,1.0,1.0,0.9,0.8279749428420208
