id,question_stem,choices,answerKey,fact1,humanScore,clarity,turkIdAnonymized,stem_length
11-682,A hurricane will develop largest nearer a sea because of,"{'text': array(['water color', 'liquid amounts', 'water smell', 'fluid uiclarity'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,an ocean is a source of heat and moisture for a hurricane,0.8,1.2,b356d338b7,56
14-492,This white object is visible due to being close to earth,"{'text': array(['Venus', 'Mars', 'Neptune', 'our Moon'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,the moon is the celestial object that is closest to the Earth,1.0,2.0,7b06152ffc,56
1875,Which would be the result of the breeding of two wolves?,"{'text': array(['kittens', 'wolf pups', 'fox pups', 'dog pups'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,reproduction produces offspring,1.0,2.0,303bb2cb4a,56
7-820,A herd of deer may be forced to search for a new home if,"{'text': array(['resources in an area become too few to maintain the herd',
       'water in an area becomes slightly briny',
       'more babies are born in the spring',
       'moose move into an area that deer are in'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,if the amount of available food and water decreases in an environment then animals may leave that environment to find food and water,1.0,1.0,b356d338b7,56
10-790,Adults that go through incomplete metamorphosis may have,"{'text': array(['love', 'feelings', 'horns', 'attached flying contraptions'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,incomplete metamorphosis is when an insect reaches the adult stage without being a pupa,0.83,0.0,cee82219a0,56
12-530,Which is considered least important in the solar system?,"{'text': array(['Earth', 'Pluto', 'Mars', 'the Sun'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,pluto has not cleared its orbit,1.0,1.6,7b06152ffc,56
12-979,which one of these is false about the greenhouse effect?,"{'text': array(['it could cause polar melting', 'it causes green air in the sky',
       'it causes overall temperature rise', 'it heats up the atmosphere'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,the greenhouse effect is when carbon in the air heats a planet 's atmosphere,0.8,2.0,cf7109905e,56
14-1202,Illness is prevented in people by reducing what in food?,"{'text': array(['fiber', 'dangerous bugs', 'protein', 'fat'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,reducing bacteria in food prevents illness in people,0.8,1.6,1e6dc77bb6,56
13-568,You can eventually obtain water from a lake even if it's,"{'text': array(['frozen', 'gone', 'evaporated', 'dry'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,a body of water is a source of water,1.0,2.0,7c933a44d8,56
14-529,In May I have a black cat what might I be unable to wear?,"{'text': array(['dark purple', 'yellow', 'dark grey', 'black'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,some animals shed fur in warm weather,0.8,1.0,cee82219a0,57
14-183,Eureka lemon trees gain 12-24 inches in the spring due to,"{'text': array(['snow', 'rain', 'darkness', 'the moon'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,"as the amount of water received by a plant increases , that plant will usually grow",0.8,2.0,dc78319bb0,57
14-1511,Birds will have different kinds of beaks depending on the,"{'text': array(['organisms they hunt', 'computer', 'groceries', 'seven'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,a beak is used for catching prey by some birds,1.0,2.0,bdb4135787,57
11-440,What would be passed down from parents to their children?,"{'text': array(['hobbies enjoyed', 'head size', 'number of friends',
       'sports played'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,offspring receive genes from their parents through DNA,1.0,2.0,7b06152ffc,57
12-470,"If a warm potato is left on a steel sink, the potato will","{'text': array(['burn', 'lose heat', 'get hotter', 'warm up'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,if a hot substance is touches a cold object then that substance will likely cool,0.8,1.6,b356d338b7,57
13-620,An example of evaporation is a body of water drying up by,"{'text': array(['prolonged solar expsosure', 'cooking lunch', 'taking naps',
       'smiting enemies'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,An example of evaporation is a body of water drying up by absorbing heat energy,1.0,2.0,6240cdfd8d,57
14-42,Which likely would be a reason a deer leaves its habitat?,"{'text': array(['a light rain makes its habitat unlivable',
       'it wants to see the ocean',
       'dry brush has accumulated and a camper left a lit cigar',
       'the temperature is slightly colder than it was the day before'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,a deer lives in a forest,0.8,1.6,7b06152ffc,57
13-883,If a liquid disappears then what probably happened to it?,"{'text': array(['gas transformation', 'solidifying', 'melting', 'cooling'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,if a liquid disappears then that liquid probably evaporated,1.0,2.0,1e6dc77bb6,57
7-829,"If a wolf is unable to catch prey reliably, the wolf will","{'text': array(['show ribs', 'hunt more', 'have pups', 'take naps'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,"as the amount of food an animal eats decreases , that organism will become thinner",0.8,1.6,b356d338b7,57
10-469,Tectonic expression can give massive amounts of data to a,"{'text': array(['seismograph', 'lie detector', 'geiger counter', 'glass of water'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,a seismograph is a kind of tool for measuring the size of an earthquake,0.83,1.67,dc78319bb0,57
10-221,"when fuel efficiency increases, gasoline use in cars will","{'text': array(['stay the same', 'cause more windstorms', 'increase', 'decrease'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,"as mileage per galon of gasoline increases , the amount of gasoline used will decrease",1.0,2.0,6240cdfd8d,57
13-330,On what surface does a braking car have the most trouble?,"{'text': array(['gravel', 'oil slick', 'sand', 'asphalt'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,skidding causes speed to decrease,1.0,1.8,063988c9fc,57
7-1014,the top layer of soil contains the most nutrients where I,"{'text': array(['hike', 'wade', 'jog', 'skate'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,the top layer of soil contains the most nutrients,0.8,1.4,fd3aeffe8c,57
10-1043,"In the intermediary before rain falls, observers may note","{'text': array(['beach weather', 'bright days', 'menacing skies', 'large moons'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,grey clouds appear before precipitation,1.0,2.0,b356d338b7,57
11-163,A person can see a large pollutant source when looking at,"{'text': array(['trash heaps', 'land tracts', 'bottle deposits', 'water droplets'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,an landfill is a source of pollution,0.8,1.0,b356d338b7,57
12-694,Special plant tissues transport what throughout the plant?,"{'text': array(['dirt', 'manganese', 'animals', 'rage'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,special tissues in plants transport minerals throughout the plant,1.0,1.6,1e6dc77bb6,58
9-625,Which type of energy is the most environmentally friendly?,"{'text': array(['Coal', 'Petroleum', 'Natural Gas', 'Sunlight'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,solar energy is a renewable resource,1.0,2.0,8cb5b0688e,58
12-725,Which of the following would be seen outside of the ocean?,"{'text': array(['a seahorse', 'an angler fish', 'a frog', 'a shark'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,adult amphibians live on land,0.8,2.0,7b06152ffc,58
10-919,What prohibits cells from contorting into deformed shapes?,"{'text': array(['helpful viruses help them retain their function',
       'a prison cell wall contains them',
       'the thin membrane which surrounds them',
       ""they have a Chilton's manual to guide them""], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,the cell membrane provides support for a cell,1.0,1.2,7c933a44d8,58
12-346,Which of the following relies on vibrating matter to work?,"{'text': array(['soda cans', 'dog food', 'baseball caps', 'violas'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,vibrating matter can produce sound,1.0,2.0,7b06152ffc,58
11-221,A person wanting to protect their crops from insects could,"{'text': array(['plant in a greenhouse', 'plant in a garden', 'plant in a field',
       'plant in a grove'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,insects can have a negative impact on crops,1.0,2.0,b356d338b7,58
1455,What is an example of reproduction occurring in adulthood?,"{'text': array(['humans are unable to reproduce until they are legal adults',
       'eggs are unable to be fertilized before they are dropped',
       'dogs are unable to have puppies until they are two years old',
       'cats are unable to produce offspring until they are sexually mature'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,reproduction occurs during adulthood,0.8,1.4,b356d338b7,58
11-424,Which of the following would be least likely to reproduce?,"{'text': array(['2 protozoa', '2 oak trees', '2 female cats', '2 bacteria'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,two females can not usually reproduce with each other,1.0,1.4,7b06152ffc,58
14-333,A man will most likely be unable to see if he gets lost in,"{'text': array(['a dense forest', 'a long river', 'a desert', 'a mountain'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,a dense forest environment is often dark in color,0.8,1.6,3f694a1978,58
11-634,"Which of the following make sustainable, long term energy?","{'text': array(['fossil fuels', 'windmills', 'coal mining', 'fracking'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,wind is a renewable resource,1.0,1.8,7b06152ffc,58
10-367,A shuttle quest to Earth's light source would take lots of,"{'text': array(['muscle and time', 'navigation and speed', 'speed and light',
       'fuel and time'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,the stars in the night sky are very far away from the Earth,1.0,1.33,0d935542d3,58
10-676,An animal is likely to be negatively impacted by food with,"{'text': array(['animals', 'fungi', 'water', 'plants'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,food spoiling has a negative impact on the health of the animal that eats that food,1.0,1.0,7189327f06,58
9-601,local plant varieties are the best for improving the local,"{'text': array(['social status', 'environs', 'satellite reception', 'future'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,planting native plants has a positive impact on an ecosystem,1.0,2.0,dc78319bb0,58
11-201,"Opposite the winter solstice, the summer solstice features","{'text': array(['longer daylight', 'less daylight', 'brighter fires',
       'more darkness'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,the amount of daylight is greatest on the summer solstice,0.8,1.8,b356d338b7,58
10-341,A rod that is wobbling from being struck with a stick will,"{'text': array(['be sold', 'be silent', 'be audible', 'be frozen'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,vibrating matter can produce sound,0.8,1.6,b356d338b7,58
323,Which example best shows the effect of vibration on matter?,"{'text': array(['a paper airplane', 'a harpsicord', 'a pillow', 'box of candy'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,"as the amount that matter vibrates increases , sound produced increases",1.0,1.8,a9f90f5da1,59
12-429,This keeps animals warm but it is possible to have too much,"{'text': array(['comfort', 'body fat', 'shelter', 'protection'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,fat is used to keep animals warm,0.8,1.8,7b06152ffc,59
10-1127,A boy puts some vinegar in a glass of some bleach and finds,"{'text': array(['both are frozen', 'bother taste good', 'both are dry',
       'both are adjusted'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,combining two substances chemically causes chemical reactions,1.0,1.2,b356d338b7,59
13-12,a reptile that was brown an hour later is now green because,"{'text': array(['red paint was poured over it', ""it's green with envy"",
       ""it's sitting in a leafy shrub and using camouflage"",
       'it is feeling nauseous'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,An example of camouflage is when something changes color in order to have the same color as its environment,1.0,2.0,3f32b550f3,59
14-1175,Which would be most useful in determining an areas climate?,"{'text': array(['Average daily temperatures for five years',
       'A flood report from three years ago',
       ""Last year's rainfall totals"", 'A report of a tornado'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,climate is the usual kind of weather in a location,0.8,1.4,fce83d330e,59
10-877,"To discover how durable a certain mineral may be, one could","{'text': array(['crush it in a vise', 'view the atomic weight of it',
       'attempt to leave a mark on it', 'melt it down and pour'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,measuring the hardness of minerals requires scratching those materials,0.8,1.6,52dbc5c7af,59
13-874,What will happen if more people bike instead of drive cars?,"{'text': array(['more cars will be bought', 'more deer will get hit by cars',
       'it will be easier to breathe', 'less people will ride bikes'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,using a car causes pollution,1.0,2.0,3f32b550f3,59
14-323,Which of these uses shelter for protection against weather?,"{'text': array(['a planet', 'a centipede', 'a rock', 'an ocean'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,shelter is used for protection by animals against weather,1.0,2.0,fceb6ad063,59
12-537,A seeing eye dog is able to do this better than his master:,"{'text': array(['open a door', 'speak out loud', 'talk to friends',
       'observe visually'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,seeing is used for sensing visual things,1.0,1.8,b356d338b7,59
10-1084,Diverting overflow from a reservoir through pipes generates,"{'text': array(['The Colorado River', 'hydropower', 'The Hoover Dam',
       'solar power'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,hydropower requires damming a river,1.0,2.0,7c933a44d8,59
13-855,Digestion is when an organism takes in nutrients from what?,"{'text': array(['sustenance', 'food chart', 'wind', 'gales'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,digestion is when an organism takes in nutrients from food into itself by eating,0.8,1.8,1e6dc77bb6,59
10-564,An example of an adult animal laying eggs is all aside from,"{'text': array(['penguins', 'snakes', 'turtles', 'kittens'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,some adult animals lay eggs,1.0,1.5,b356d338b7,59
14-1486,"When you press on the brakes in a car, because of friction,","{'text': array(['it flies', 'coconut', 'speed goes down', 'the speed increases'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,friction causes the speed of an object to decrease,1.0,2.0,bdb4135787,59
11-234,What can an individual do to REDUCE their pollution levels?,"{'text': array(['buy and sell bikes to commuters',
       'go on a biking tour of the country',
       'go on a biking tour of the city',
       'replace their driving to work with biking'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,riding a bike does not cause pollution,1.0,1.2,7b06152ffc,59
13-92,What does the earth orbit that makes the seasons to change?,"{'text': array(['pluto', 'plasma star', 'venus', 'mercury'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,a line graph is used for showing change over time,0.8,1.6,52dbc5c7af,59
11-278,Earth is warmed mostly by a large yellow dwarf star that is,"{'text': array(['hollow', 'local', 'furthest', 'dark'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,the Sun is the star that is closest to Earth,0.8,1.4,b356d338b7,59
12-962,"If sound is moving around in a room, the room is lacking in","{'text': array(['atmosphere', 'vacuum', 'oxygen', 'air'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,air is a vehicle for sound,0.8,1.4,b356d338b7,59
12-975,What do cactuses do when the monsoons come to their habitat?,"{'text': array(['sell precipitation to someone else',
       'use precipitation right away',
       'store precipitation for future use',
       'give precipitation to their friends'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,a cactus stores water,0.8,1.8,0317ce7c33,60
14-118,What material can be used to transmit power to a light bulb?,"{'text': array(['plastic', 'metal', 'wood', 'cloth'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,some light bulbs convert electricity into light and heat energy,1.0,2.0,52dbc5c7af,60
11-326,"An omnivore, such as a bear, will have many animals that are","{'text': array(['cuddling with it', 'hungry for it', 'consuming it',
       'fearful of it'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,omnivores are predators,1.0,1.4,b356d338b7,60
13-398,"If your body is hot, it will cool down if you put what on it","{'text': array(['hot water', 'an ice pack', 'Fire', 'the sun'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,if a hot substance is touches a cold object then that substance will likely cool,1.0,2.0,bdb4135787,60
9-263,An animal living in an environment lacking in food resources,"{'text': array(['will be in poor shape', 'will be thriving and lively',
       'will be switching to a new diet',
       'will hibernate until more food comes along'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,an animal requires enough nutrients to maintain good health,0.8,1.0,a8ecf6eaeb,60
11-137,How long would it take for you to notice the sun's movement?,"{'text': array(['half an hour', '15 seconds', 'half a minute', 'one nanosecond'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,the Earth rotating on its axis causes the sun to appear to move across the sky during the day,0.8,1.0,7b06152ffc,60
10-606,Combining resin and glass mat with a catalyst will result in,"{'text': array(['broken glass', 'a mess', 'toxic fumes', 'fiberglass'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,chemical reactions cause different substances to form,0.8,0.8,dc78319bb0,60
12-1083,Which has a positive impact on the environment in the world?,"{'text': array(['building large numbers of cars',
       'contaminating the ground with poisonous substances',
       'dumping toxic waste in ocean',
       'making sure trash is reused for new purposes'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,humans discarding waste in an environment causes harm to that environment,1.0,2.0,52dbc5c7af,60
11-645,"The more that worms make their way through compost, the more","{'text': array(['bees in skies', 'vitamins in dirt', 'trees in fields',
       'snakes on planes'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,decomposition increases the amount of nutrients in the soil,1.0,1.8,b356d338b7,60
8-462,nutrients from food and water are necessary to an organism's,"{'text': array(['friendships', 'habitat', 'survival', 'caloric needs'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,an animal requires nutrients for survival,1.0,2.0,bdb4135787,60
10-230,The circulatory system brings oxygen to the body from where?,"{'text': array(['brain', 'chest', 'hands', 'stomach'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,the circulatory system carries oxygen from the digestive and respiratory systems to the rest of the body,1.0,1.33,52dbc5c7af,60
12-12,If I wanted to get more nutrients in my body I could consume,"{'text': array(['magic', 'smoothies', 'my feelings', 'my anger'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,eating food is used to get nutrients by living things,1.0,2.0,cee82219a0,60
7-51,many vehicles emitting pollution into the air may occur when,"{'text': array(['horses pull carriage over snow', 'child is propelling scooter',
       'trolley collects current from overhead wire',
       'EMT transports panting patient'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,many vehicles emit pollution into the air,1.0,1.6,fd3aeffe8c,60
12-442,What happens when molten lava comes into contact with a car?,"{'text': array(['it freezes into a solid', 'it turns into a gas',
       'it reaches its melting point', 'it flies up into the sky'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,melting point means temperature at which a solid melts,1.0,1.4,0317ce7c33,60
12-1096,"If you want to walk over a lake, which of these is necessary?","{'text': array(['happy dogs', 'freezing temperatures', 'meowing cats', 'hot lava'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,freezing point means temperature below which a liquid freezes,1.0,2.0,0317ce7c33,61
14-575,Which does light from the sun arrive at in final time length?,"{'text': array(['Uranus', 'Mars', 'Pluto', 'Earth'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,pluto has not cleared its orbit,1.0,1.0,52dbc5c7af,61
14-1474,What primarily drives the hydrologic cycle to produce clouds?,"{'text': array(['a stalking butler who upon the finger rests',
       'how soiled the clothing is', 'energy from a gun',
       'energy from a central star'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,water absorbs solar energy in the water cycle,1.0,2.0,7c933a44d8,61
13-836,"Thermal energy is used in a light bulb, which makes filaments","{'text': array(['quite chilly', 'cool to touch', 'frosted over', 'hurt to touch'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,an incandescent light bulb converts electricity into heat by sending electricity through a filament,0.8,2.0,b356d338b7,61
8-266,If I wanted to get more energy after exerting myself too much,"{'text': array(['I can consume an apple', 'I can go for a run',
       'I can brush my hair', 'I can wash my face'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,living things all require energy for survival,1.0,2.0,cee82219a0,61
11-25,Which process does the slate that comes from shale come from?,"{'text': array(['height', 'compression', 'gravity', 'steel'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,shale can be metamorphosed into slate by increased pressure,1.0,1.4,7b06152ffc,61
14-1138,What typically occurs between a sixth and a half of a minute?,"{'text': array(['a volcano', 'a television series', 'an hour', 'an earthquake'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,a tectonic plate moves along a fault line,0.8,1.6,52dbc5c7af,61
12-745,"if a plant shows up in a new place, what might have happened?","{'text': array(['the plant is able to relocate itself',
       'it spontaneously appeared there', 'it walked to the new place',
       'its cased embryo have been dispersed'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,seed dispersal is when the seeds of a plant are spread from the parent plant to another area,0.8,1.6,cf7109905e,61
7-563,Coral is a type of living organism which can be identified in,"{'text': array(['only in the pacific ocean', 'saltwater locations that are open',
       'any where with liquid', 'water sources in america'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,coral lives in the ocean,1.0,1.4,b356d338b7,61
11-261,"After dark clouds roll in and the weather changes, clouds may","{'text': array(['wilt', 'precipitate', 'burn', 'zap'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,An example of stormy weather is rain,1.0,1.8,b356d338b7,61
14-485,If you flick an empty glass of water with your finger it will,"{'text': array(['fill up', 'burst in flames', 'make a sound', 'evaporate'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,vibrating matter can produce sound,1.0,2.0,3f694a1978,61
14-802,"A creature of a certain age lays a clutch, so it is probably a","{'text': array(['deer', 'hare', 'falcon', 'bear'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,some adult animals lay eggs,0.8,1.8,b356d338b7,62
14-218,"When the Mountain held the Hound's face to the fire, it caused","{'text': array(['joy', 'children', 'beautiful skin', 'scars'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,burning a living thing usually causes harm to that living thing,1.0,2.0,7c933a44d8,62
14-1480,High temperatures can be caused when which is exposed to heat?,"{'text': array(['Wire', 'Circuit', 'Cell', 'Conductor'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,if an object is exposed to a source of heat then that conductor may become hot,1.0,1.8,6fcf2544e8,62
13-121,the breaking down of food into simple substances occurs in the,"{'text': array(['hair', 'shoes', 'inner sustenance canals', 'beach'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,the breaking down of food into simple substances occurs in the digestive system,0.8,0.8,6240cdfd8d,62
14-858,Which number is likely an inherited characteristic of a human?,"{'text': array(['5 favorite shirts', ""5'10"", '10 dogs', '15 friends'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,height is an inherited characteristic,1.0,2.0,7b06152ffc,62
11-347,Solar energy comes from the sun and does which positive thing?,"{'text': array(['electrocutes birds', 'starves babies', 'freezes water',
       'sustains mammals'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,the sun is the source of solar energy called sunlight,0.8,1.2,b356d338b7,62
8-103,an example of converting potential energy to kinetic energy is,"{'text': array(['a resting bird', 'a still rock', 'our own sun',
       'cars spinning tires'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,potential energy changes to kinetic energy through motion,0.8,1.2,dc78319bb0,62
12-773,Which of the following would likely reduce pollution the most?,"{'text': array(['using a truck instead of a car',
       'using a bicycle instead of a motorcycle',
       'using a car instead of the bus',
       'using a motorcycle instead of a bike'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,burning gasoline is a source of pollution,1.0,1.8,7b06152ffc,62
12-780,A live copper wire is touched to anther copper wire end to end,"{'text': array(['it doubles in length', 'it melts into a puddle',
       'a current can reach further', 'it breaks in half'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,if one electrical conductor contacts another electrical conductor then electricity will flow through both conductors,0.8,2.0,3f32b550f3,62
1388,You can see further from which of these locations on the moon?,"{'text': array(['mountains', 'crater', 'buildings', 'surface'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,the surface of the Moon contains mountains,0.8,1.6,0317ce7c33,62
10-432,A puppy was uneducated on how to go through a doggy door until,"{'text': array(['the mom did it', 'it read how to', 'it went to school',
       'it made a plan'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,animals learn some behaviors from watching their parents,1.0,1.2,b356d338b7,62
12-904,The running and moving liquid fluid during a storm causes what,"{'text': array(['insects', 'weather damage', 'abrasion', 'lava'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,erosion of soil has a negative impact on the environment,1.0,1.6,52dbc5c7af,62
9-129,An indian hawthorn that has received more water will usually be,"{'text': array(['taller', 'older', 'less healthy', 'colder'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,"as the amount of water received by a plant increases , that plant will usually grow",0.8,1.6,7189327f06,63
1669,The amount of water in the ocean compared to fifty years ago is,"{'text': array(['fluctuating', 'larger', 'smaller', 'the same'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,"as the amount of water in a body of water increases , the water levels will increase",0.8,1.6,7189327f06,63
1989,What is an example of wiring requiring an electrical conductor?,"{'text': array(['a light switch turning on lights because of steel inside the wiring',
       'a toasting failing because it used aluminium',
       'a lightbulb burning out because of a faulty connection',
       'a power outage because of an electrical storm'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,wiring requires an electrical conductor,0.8,1.6,b356d338b7,63
11-333,A whitetail that lives in a forest will be required to adapt to,"{'text': array(['long sleeves', 'harsh precipitation', 'silly anecdotes',
       'boring movies'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,changes in an environment cause animals to adapt to survive,1.0,1.6,b356d338b7,63
9-951,What might happen if too much heat is transferred to an object?,"{'text': array(['freezing', 'solidifying', 'burning', 'moving'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,if too much heat is transferred to an object then that object may burn,1.0,2.0,1e6dc77bb6,63
13-79,When will the humidity increase in relation to bodies of water?,"{'text': array(['when you get closer', 'when you are shooting',
       'when you get farther', 'when you are laughing'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,"as distance from water decreases , humidity will increase",1.0,2.0,bdb4135787,63
10-140,If you're in the North Pole the North Star may be visible when?,"{'text': array(['a weed', 'two months', 'a day', 'all year round'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,the Earth revolving around the sun causes stars to appear in different areas in the sky at different times of year,0.8,1.2,cee82219a0,63
14-1370,What will be more available in an area when rainfall increases?,"{'text': array(['air', 'fire', 'H2O', 'dirt'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,rainfall is the amount of rain an area receives,1.0,2.0,52dbc5c7af,63
11-646,A parent contributes DNA to their offspring which can result in,"{'text': array(['beads', 'freckles', 'frowns', 'dirt'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,DNA is a vehicle for passing inherited characteristics from parent to offspring,1.0,2.0,b356d338b7,63
